Index,Actual_Sales,Predicted_Sales,Absolute_Error,Percentage_Error,Residual,Order_Date,Category,Region
1797,198.46,233.77317999999957,35.31317999999956,17.7936007255868,-35.31317999999956,27/08/2017,Furniture,West
1798,230.28,228.87401499999945,1.4059850000005554,0.6105545422965761,1.4059850000005554,27/08/2017,Furniture,West
1799,120.576,211.65247999999988,91.07647999999989,75.53450106157104,-91.07647999999989,27/08/2017,Furniture,West
1800,307.666,297.8196199999992,9.846380000000806,3.2003471296798494,9.846380000000806,28/08/2015,Furniture,West
1801,4.16,10.490840000000027,6.330840000000027,152.1836538461545,-6.330840000000027,28/08/2015,Furniture,West
1802,103.481,107.8193199999998,4.338319999999811,4.192383142798979,-4.338319999999811,28/08/2015,Furniture,Central
1803,156.3728,197.57425299999989,41.20145299999987,26.348222325110164,-41.20145299999987,28/08/2016,Furniture,Central
1804,1137.75,1260.9321100000009,123.18211000000088,10.826816963304845,-123.18211000000088,28/08/2017,Furniture,West
1805,174.0585,358.12894899999964,184.07044899999963,105.75205979598792,-184.07044899999963,29/08/2014,Furniture,South
1806,241.92,297.0528809999993,55.13288099999929,22.789716021825104,-55.13288099999929,29/08/2016,Furniture,East
1807,163.88,199.54357399999986,35.66357399999987,21.762005125701652,-35.66357399999987,29/08/2016,Furniture,East
1808,148.02,165.34011000000012,17.320110000000113,11.701195784353542,-17.320110000000113,29/08/2017,Furniture,West
1809,218.75,237.30715000000012,18.55715000000012,8.483268571428626,-18.55715000000012,3/08/2014,Furniture,West
1810,183.372,184.449164,1.077163999999982,0.5874201077590809,-1.077163999999982,3/08/2017,Furniture,Central
1811,123.96,98.09099999999962,25.86900000000037,20.868828654404943,25.86900000000037,3/08/2017,Furniture,West
1812,786.744,922.1690824999994,135.42508249999935,17.213360699287104,-135.42508249999935,30/08/2016,Furniture,East
1813,47.04,50.38365000000011,3.3436500000001104,7.108099489796153,-3.3436500000001104,30/08/2016,Furniture,West
1814,1552.831,1707.3947800000037,154.56378000000382,9.953676865029346,-154.56378000000382,31/08/2015,Furniture,West
1815,569.568,413.9914499999996,155.5765500000004,27.314833347379135,155.5765500000004,31/08/2017,Furniture,West
1816,109.8,124.1366299999998,14.3366299999998,13.057040072859563,-14.3366299999998,4/08/2016,Furniture,South
1817,340.144,302.8743224999993,37.26967750000068,10.957029228797415,37.26967750000068,5/08/2014,Furniture,West
1818,1133.35,1128.3782500000038,4.971749999996064,0.4386773723912352,4.971749999996064,5/08/2014,Furniture,East
1819,489.23,459.0476539999998,30.182346000000223,6.16935715307733,30.182346000000223,5/08/2014,Furniture,Central
1820,14.76,15.594520000000037,0.8345200000000368,5.653929539295642,-0.8345200000000368,5/08/2015,Furniture,Central
1821,369.1992,421.59120400000074,52.392004000000725,14.190714389413825,-52.392004000000725,6/08/2015,Furniture,Central
1822,145.74,187.9762275000001,42.2362275000001,28.980532111980306,-42.2362275000001,6/08/2017,Furniture,South
1823,15.4,20.033590000000046,4.633590000000046,30.08824675324705,-4.633590000000046,6/08/2017,Furniture,South
1824,212.94,182.99079999999975,29.949200000000246,14.064619141542334,29.949200000000246,7/08/2015,Furniture,Central
1825,51.75,63.31659999999997,11.566599999999973,22.35091787439608,-11.566599999999973,7/08/2017,Furniture,West
1826,207.184,247.80779499999974,40.623794999999745,19.607592767781174,-40.623794999999745,7/08/2017,Furniture,West
1827,327.76,331.7014900000005,3.941490000000499,1.202553697827831,-3.941490000000499,8/08/2014,Furniture,West
1828,121.376,128.42044000000013,7.044440000000122,5.803816240443021,-7.044440000000122,8/08/2014,Furniture,West
1829,53.88,81.93936000000006,28.059360000000062,52.07750556792884,-28.059360000000062,8/08/2014,Furniture,Central
1830,155.456,267.24476999999916,111.78876999999918,71.91023183408758,-111.78876999999918,8/08/2014,Furniture,South
1831,144.784,171.5525,26.768500000000017,18.488576085755344,-26.768500000000017,8/08/2015,Furniture,West
1832,513.024,377.8485999999997,135.1754000000003,26.34874781686633,135.1754000000003,8/08/2016,Furniture,West
1833,622.45,724.2995899999997,101.8495899999997,16.362694192304552,-101.8495899999997,9/08/2015,Furniture,Central
1834,382.806,920.8769739999989,538.0709739999988,140.5597023035164,-538.0709739999988,9/08/2015,Furniture,East
1835,47.04,63.085180000000165,16.045180000000165,34.10965136054457,-16.045180000000165,9/08/2015,Furniture,East
1836,6.16,7.107740000000011,0.9477400000000111,15.38538961038979,-0.9477400000000111,9/08/2015,Furniture,East
1837,687.4,619.9138374999982,67.4861625000018,9.817597105033721,67.4861625000018,9/08/2015,Furniture,Central
1838,10.02,10.45455999999999,0.4345599999999905,4.336926147704497,-0.4345599999999905,9/08/2015,Furniture,East
1839,60.74,68.5808699999998,7.8408699999998035,12.908906815936454,-7.8408699999998035,1/09/2015,Furniture,East
1840,124.36,114.33829000000021,10.021709999999786,8.058628176262292,10.021709999999786,1/09/2015,Furniture,East
1841,191.82,190.07303999999982,1.746960000000172,0.9107288082578314,1.746960000000172,1/09/2016,Furniture,East
1842,114.9,119.19450000000028,4.294500000000269,3.7375979112273883,-4.294500000000269,1/09/2017,Furniture,East
1843,498.26,566.3558449999997,68.09584499999971,13.666729217677458,-68.09584499999971,1/09/2017,Furniture,Central
1844,283.56,478.75595999999985,195.19595999999984,68.83762166737193,-195.19595999999984,1/09/2017,Furniture,West
1845,1487.04,1572.8136299999999,85.77362999999991,5.768078195610065,-85.77362999999991,10/09/2014,Furniture,West
1846,254.9,281.7306000000008,26.83060000000077,10.525931737936748,-26.83060000000077,10/09/2014,Furniture,East
1847,361.96,368.5897500000003,6.629750000000342,1.831625041441138,-6.629750000000342,10/09/2015,Furniture,East
1848,106.68,107.26192000000005,0.5819200000000393,0.5454818147731901,-0.5819200000000393,10/09/2015,Furniture,West
1849,179.886,87.12876199999987,92.75723800000013,51.564456377928316,92.75723800000013,10/09/2015,Furniture,Central
1850,300.93,464.2967499999988,163.36674999999877,54.287292725882686,-163.36674999999877,10/09/2016,Furniture,Central
1851,362.352,339.5527824999995,22.799217500000452,6.292008185410997,22.799217500000452,10/09/2017,Furniture,West
1852,127.95,127.11695000000027,0.8330499999997301,0.6510746385304651,0.8330499999997301,11/09/2014,Furniture,West
1853,210.68,204.22329000000013,6.456709999999873,3.0647000189860796,6.456709999999873,11/09/2015,Furniture,East
1854,24.64,24.759880000000024,0.1198800000000233,0.48652597402606856,-0.1198800000000233,11/09/2015,Furniture,West
1855,8.92,11.51208000000002,2.5920800000000206,29.05919282511234,-2.5920800000000206,11/09/2015,Furniture,East
1856,34.504,33.57611999999997,0.9278800000000302,2.6891954555994384,0.9278800000000302,11/09/2017,Furniture,South
1857,2054.272,2291.9410550000025,237.66905500000257,11.569502724079507,-237.66905500000257,11/09/2017,Furniture,West
1858,32.36,37.77660999999994,5.416609999999942,16.738597033374354,-5.416609999999942,11/09/2017,Furniture,West
1859,177.568,168.6188149999999,8.949185000000114,5.039863601549892,8.949185000000114,11/09/2017,Furniture,West
1860,512.19,577.8488950000005,65.65889500000048,12.819245787696065,-65.65889500000048,11/09/2017,Furniture,Central
1861,40.56,49.09384000000002,8.53384000000002,21.0400394477318,-8.53384000000002,12/09/2014,Furniture,Central
1862,3785.292,1847.1267200000002,1938.1652799999997,51.20253021431371,1938.1652799999997,12/09/2014,Furniture,East
1863,15.136,16.13079999999998,0.9947999999999801,6.5724101479914125,-0.9947999999999801,12/09/2016,Furniture,West
1864,466.768,517.6877499999982,50.91974999999826,10.909006187227543,-50.91974999999826,12/09/2016,Furniture,West
1865,15.232,14.171619999999978,1.0603800000000216,6.961528361344681,1.0603800000000216,12/09/2016,Furniture,West
1866,1059.12,1091.9515699999986,32.83156999999869,3.0998914192913642,-32.83156999999869,12/09/2016,Furniture,South
1867,83.136,180.04916499999953,96.91316499999954,116.57184011739746,-96.91316499999954,12/09/2016,Furniture,West
1868,40.48,50.15865999999983,9.67865999999983,23.90973320158061,-9.67865999999983,12/09/2016,Furniture,East
1869,8.36,9.174060000000015,0.8140600000000155,9.737559808612627,-0.8140600000000155,12/09/2017,Furniture,West
1870,340.116,320.0916775000009,20.024322499999073,5.88749794187838,20.024322499999073,13/09/2014,Furniture,Central
1871,14.19,15.519410000000033,1.329410000000033,9.368639887244772,-1.329410000000033,13/09/2014,Furniture,West
1872,1516.2,1568.7626500000033,52.56265000000326,3.4667359187444435,-52.56265000000326,13/09/2015,Furniture,Central
1873,129.93,99.69493000000013,30.23506999999988,23.270276302624396,30.23506999999988,13/09/2015,Furniture,South
1874,170.072,301.8288679999992,131.7568679999992,77.47122865609812,-131.7568679999992,13/09/2015,Furniture,Central
1875,131.88,146.8464900000002,14.966490000000192,11.348566878981039,-14.966490000000192,13/09/2015,Furniture,West
1876,717.72,681.4201300000003,36.299869999999714,5.057664548849093,36.299869999999714,13/09/2015,Furniture,West
1877,207.35,170.91414999999964,36.43585000000036,17.57214854111423,36.43585000000036,13/09/2015,Furniture,West
1878,44.67,50.80596000000004,6.13596000000004,13.73619879113508,-6.13596000000004,13/09/2015,Furniture,West
1879,1336.44,1763.6081249999995,427.16812499999946,31.963135269821276,-427.16812499999946,13/09/2016,Furniture,Central
1880,13.128,16.49296000000003,3.3649600000000284,25.631931748933795,-3.3649600000000284,14/09/2014,Furniture,South
1881,142.4,153.70151000000033,11.30151000000032,7.936453651685619,-11.30151000000032,14/09/2014,Furniture,South
1882,464.292,746.6104754999994,282.31847549999947,60.80623303869106,-282.31847549999947,14/09/2014,Furniture,East
1883,9.96,11.535600000000022,1.575600000000021,15.819277108433944,-1.575600000000021,14/09/2014,Furniture,Central
1884,912.75,1019.2403799999998,106.49037999999985,11.666982196658433,-106.49037999999985,14/09/2015,Furniture,West
1885,170.136,242.1776099999996,72.0416099999996,42.34354281280834,-72.0416099999996,14/09/2015,Furniture,West
1886,113.372,164.3356739999998,50.96367399999981,44.95261087393696,-50.96367399999981,14/09/2017,Furniture,East
1887,127.936,86.68712999999987,41.24887000000014,32.241800587794,41.24887000000014,14/09/2017,Furniture,East
1888,589.41,607.7222624999997,18.312262499999747,3.106880185269973,-18.312262499999747,14/09/2017,Furniture,East
1889,103.936,117.5724800000002,13.63648000000019,13.120073891625797,-13.63648000000019,15/09/2014,Furniture,East
1890,14.56,14.95984999999997,0.39984999999996873,2.7462225274723124,-0.39984999999996873,15/09/2014,Furniture,East
1891,15.712,17.609920000000002,1.8979200000000027,12.079429735234234,-1.8979200000000027,15/09/2015,Furniture,South
1892,55.968,58.73696000000016,2.768960000000156,4.947398513436528,-2.768960000000156,15/09/2015,Furniture,South
1893,46.384,112.71502699999965,66.33102699999965,143.00411133149288,-66.33102699999965,15/09/2015,Furniture,East
1894,801.96,835.6784000000007,33.718400000000656,4.204498977505194,-33.718400000000656,15/09/2015,Furniture,South
1895,1056.86,1145.3108999999963,88.45089999999641,8.369216357890014,-88.45089999999641,15/09/2015,Furniture,South
1896,1128.39,1135.341300000004,6.951300000003812,0.616037008481448,-6.951300000003812,15/09/2016,Furniture,West
1897,35.56,45.53739000000009,9.977390000000085,28.057902137233082,-9.977390000000085,15/09/2017,Furniture,East
1898,782.94,887.954105000001,105.014105000001,13.412790890745265,-105.014105000001,15/09/2017,Furniture,East
1899,184.752,203.0466950000001,18.294695000000104,9.902298757253023,-18.294695000000104,15/09/2017,Furniture,West
1900,218.352,327.7160207142858,109.36402071428577,50.086108995697664,-109.36402071428577,15/09/2017,Furniture,West
1901,529.9,453.0212999999991,76.87870000000089,14.50815248160047,76.87870000000089,15/09/2017,Furniture,West
1902,47.4,50.66199999999987,3.2619999999998726,6.881856540084119,-3.2619999999998726,15/09/2017,Furniture,East
1903,512.96,563.1604100000018,50.20041000000174,9.786418044292292,-50.20041000000174,15/09/2017,Furniture,East
1904,300.904,277.9012350000006,23.002764999999386,7.644552747719999,23.002764999999386,15/09/2017,Furniture,West
1905,273.666,242.33519999999945,31.33080000000055,11.448554076867623,31.33080000000055,16/09/2016,Furniture,West
1906,121.78,160.26895999999962,38.48895999999962,31.60532107078307,-38.48895999999962,16/09/2016,Furniture,South
1907,22.512,18.67178000000004,3.8402199999999596,17.05854655294936,3.8402199999999596,16/09/2017,Furniture,East
1908,35.34,39.67620000000009,4.336200000000083,12.269949066214156,-4.336200000000083,17/09/2014,Furniture,West
1909,3083.43,2420.864309999995,662.5656900000049,21.487943296913016,662.5656900000049,17/09/2015,Furniture,East
1910,124.2,112.3363800000003,11.863619999999699,9.552028985507004,11.863619999999699,17/09/2015,Furniture,East
1911,21.936,19.84876000000006,2.087239999999941,9.51513493800119,2.087239999999941,17/09/2015,Furniture,Central
1912,344.22,329.9952060000004,14.224793999999633,4.132471675091405,14.224793999999633,17/09/2015,Furniture,East
1913,199.764,191.70270000000008,8.061299999999932,4.035411785907336,8.061299999999932,17/09/2015,Furniture,East
1914,4228.704,3334.7325600000117,893.971439999988,21.140553701559345,893.971439999988,17/09/2015,Furniture,East
1915,2003.92,1451.1261650000026,552.7938349999974,27.58562392710275,552.7938349999974,17/09/2015,Furniture,East
1916,109.48,127.42723999999967,17.947239999999667,16.39316770186305,-17.947239999999667,17/09/2016,Furniture,East
1917,113.888,128.67496999999983,14.786969999999826,12.983782312447165,-14.786969999999826,17/09/2016,Furniture,West
1918,14.82,16.30763000000003,1.4876300000000313,10.037989203778888,-1.4876300000000313,17/09/2016,Furniture,East
1919,191.82,193.04558999999983,1.2255899999998405,0.6389271191741428,-1.2255899999998405,17/09/2016,Furniture,East
1920,723.92,723.1142499999997,0.8057500000002165,0.11130373521939117,0.8057500000002165,17/09/2017,Furniture,South
1921,1292.94,965.7287900000017,327.21120999999835,25.307532445434305,327.21120999999835,17/09/2017,Furniture,West
1922,318.43,438.3084679999992,119.8784679999992,37.64672549696926,-119.8784679999992,17/09/2017,Furniture,Central
1923,24.4,29.70024999999998,5.300249999999981,21.722336065573693,-5.300249999999981,18/09/2015,Furniture,West
1924,383.438,472.0461284999994,88.6081284999994,23.108854234582747,-88.6081284999994,18/09/2016,Furniture,South
1925,350.98,362.97247000000067,11.992470000000651,3.4168528121262325,-11.992470000000651,18/09/2016,Furniture,South
1926,5.352,7.92125000000001,2.56925000000001,48.00541853512724,-2.56925000000001,18/09/2016,Furniture,East
1927,99.372,117.78488499999966,18.41288499999966,18.52924868172087,-18.41288499999966,18/09/2016,Furniture,East
1928,631.782,725.3360700000027,93.55407000000264,14.807966988613577,-93.55407000000264,18/09/2016,Furniture,East
1929,60.72,75.78087999999981,15.060879999999813,24.803820816863986,-15.060879999999813,18/09/2016,Furniture,East
1930,801.568,779.3445199999994,22.223480000000563,2.772500898239521,22.223480000000563,18/09/2016,Furniture,West
1931,885.528,980.4877699999986,94.95976999999857,10.723519753186638,-94.95976999999857,18/09/2016,Furniture,West
1932,9.82,10.36585999999999,0.5458599999999905,5.558655804480554,-0.5458599999999905,18/09/2017,Furniture,East
1933,20.32,21.807000000000038,1.4870000000000374,7.317913385826956,-1.4870000000000374,18/09/2017,Furniture,South
1934,887.103,963.865210000001,76.762210000001,8.65313385255162,-76.762210000001,19/09/2014,Furniture,East
1935,73.915,100.63185600000035,26.716856000000348,36.14537779882344,-26.716856000000348,19/09/2014,Furniture,West
1936,61.96,118.21216999999983,56.25216999999983,90.7878792769526,-56.25216999999983,19/09/2015,Furniture,South
1937,60.84,64.16667000000008,3.326670000000078,5.467899408284152,-3.326670000000078,19/09/2015,Furniture,West
1938,701.372,531.6115370000015,169.76046299999848,24.204054766942292,169.76046299999848,19/09/2016,Furniture,Central
1939,872.32,930.5421500000028,58.222150000002785,6.674402742113304,-58.222150000002785,19/09/2016,Furniture,East
1940,25.632,27.301630000000003,1.6696300000000015,6.513849875156061,-1.6696300000000015,19/09/2016,Furniture,East
1941,409.216,334.23642000000007,74.97957999999994,18.322739091335613,74.97957999999994,19/09/2017,Furniture,West
1942,72.588,124.4427549999999,51.85475499999991,71.43709015264218,-51.85475499999991,19/09/2017,Furniture,West
1943,70.71,22.142309999999984,48.56769000000001,68.68574459058128,48.56769000000001,2/09/2014,Furniture,East
1944,39.98,35.00204999999988,4.977950000000114,12.451100550275422,4.977950000000114,2/09/2016,Furniture,East
1945,84.272,82.01210000000016,2.2598999999998455,2.6816736282511933,2.2598999999998455,2/09/2016,Furniture,Central
1946,472.518,394.9979134999994,77.52008650000056,16.405742532559724,77.52008650000056,2/09/2016,Furniture,South
1947,215.976,281.86425249999957,65.88825249999957,30.507210291884086,-65.88825249999957,2/09/2016,Furniture,West
1948,94.68,104.87325999999992,10.19325999999991,10.76601182931972,-10.19325999999991,2/09/2016,Furniture,West
1949,568.728,545.957622500001,22.770377499998972,4.003737726997611,22.770377499998972,2/09/2016,Furniture,West
1950,15.072,18.692250000000016,3.6202500000000164,24.019705414012847,-3.6202500000000164,2/09/2017,Furniture,East
